id, Start Time, End Time, Feed Type, Quantity (oz), Quantity (ml or g), Notes, Duration (Minutes), Food Type, Unit, Bottle Type
2020,00:13:22 02-13-2015,00:25:02 02-13-2015,Left Breast,,,,11,Breast Milk,,
2019,18:08:05 02-12-2015,18:30:35 02-12-2015,Right Breast,,,,22,Breast Milk,,
2018,16:45:07 02-12-2015,16:49:10 02-12-2015,Left Breast,,,,4,Breast Milk,,
2017,13:57:32 02-12-2015,14:00:25 02-12-2015,Left Breast,,,,2,Breast Milk,,
2016,13:50:14 02-12-2015,13:54:51 02-12-2015,Right Breast,,,,4,Breast Milk,,
2015,10:51:05 02-12-2015,10:58:17 02-12-2015,Left Breast,,,,7,Breast Milk,,
2014,08:16:26 02-12-2015,08:16:55 02-12-2015,Left Breast,,,,0,Breast Milk,,
2013,08:07:24 02-12-2015,08:12:06 02-12-2015,Right Breast,,,,4,Breast Milk,,
2012,04:51:28 02-12-2015,05:09:59 02-12-2015,Left Breast,,,,18,Breast Milk,,
2011,00:40:54 02-12-2015,00:49:06 02-12-2015,Right Breast,,,,8,Breast Milk,,
2010,19:18:07 02-11-2015,19:43:08 02-11-2015,Left Breast,,,,25,Breast Milk,,
2009,17:20:18 02-11-2015,17:51:33 02-11-2015,Right Breast,,,,31,Breast Milk,,
2008,15:23:07 02-11-2015,15:54:39 02-11-2015,Left Breast,,,,31,Breast Milk,,
2007,12:39:57 02-11-2015,13:02:27 02-11-2015,Right Breast,,,,22,Breast Milk,,
2006,11:20:23 02-11-2015,11:22:47 02-11-2015,Right Breast,,,,2,Breast Milk,,
2005,09:22:58 02-11-2015,09:34:36 02-11-2015,Left Breast,,,,11,Breast Milk,,
2004,06:05:25 02-11-2015,06:33:32 02-11-2015,Right Breast,,,,28,Breast Milk,,
2003,02:55:41 02-11-2015,03:14:24 02-11-2015,Left Breast,,,,18,Breast Milk,,
2002,18:52:34 02-10-2015,19:13:14 02-10-2015,Right Breast,,,,20,Breast Milk,,
2001,16:53:44 02-10-2015,17:05:55 02-10-2015,Left Breast,,,,12,Breast Milk,,
2000,13:35:02 02-10-2015,13:44:54 02-10-2015,Right Breast,,,,9,Breast Milk,,
1999,13:35:00 02-10-2015,13:35:01 02-10-2015,Left Breast,,,,0,Breast Milk,,
1998,10:55:23 02-10-2015,11:03:13 02-10-2015,Left Breast,,,,7,Breast Milk,,
1997,08:07:16 02-10-2015,08:19:08 02-10-2015,Right Breast,,,,11,Breast Milk,,
1996,05:21:19 02-10-2015,05:41:19 02-10-2015,Left Breast,,,,20,Breast Milk,,
1995,23:45:40 02-09-2015,00:01:23 02-10-2015,Right Breast,,,,15,Breast Milk,,
1994,17:49:16 02-09-2015,18:02:58 02-09-2015,Left Breast,,,,13,Breast Milk,,
1993,16:53:42 02-09-2015,17:04:21 02-09-2015,Right Breast,,,,10,Breast Milk,,
1992,14:05:22 02-09-2015,14:08:29 02-09-2015,Right Breast,,,,3,Breast Milk,,
1991,13:56:24 02-09-2015,14:01:38 02-09-2015,Left Breast,,,,5,Breast Milk,,
1990,11:16:19 02-09-2015,11:19:35 02-09-2015,Left Breast,,,,3,Breast Milk,,
1989,11:08:02 02-09-2015,11:14:03 02-09-2015,Right Breast,,,,6,Breast Milk,,
1988,08:14:34 02-09-2015,08:32:52 02-09-2015,Left Breast,,,,18,Breast Milk,,
1987,06:20:08 02-09-2015,06:25:55 02-09-2015,Right Breast,,,,5,Breast Milk,,
1986,02:08:39 02-09-2015,02:24:03 02-09-2015,Left Breast,,,,15,Breast Milk,,
1985,17:11:45 02-08-2015,17:32:39 02-08-2015,Right Breast,,,,20,Breast Milk,,
1984,15:53:08 02-08-2015,16:14:11 02-08-2015,Left Breast,,,,21,Breast Milk,,
1983,15:45:24 02-08-2015,15:51:31 02-08-2015,Right Breast,,,,6,Breast Milk,,
1982,14:06:48 02-08-2015,14:11:14 02-08-2015,Right Breast,,,,4,Breast Milk,,
1981,12:13:18 02-08-2015,12:39:01 02-08-2015,Left Breast,,,,25,Breast Milk,,
1980,09:52:02 02-08-2015,10:14:04 02-08-2015,Right Breast,,,,22,Breast Milk,,
1979,08:31:00 02-08-2015,08:37:47 02-08-2015,Left Breast,,,,6,Breast Milk,,
1978,04:55:47 02-08-2015,05:08:04 02-08-2015,Right Breast,,,,12,Breast Milk,,
1977,02:18:42 02-08-2015,02:33:50 02-08-2015,Left Breast,,,,15,Breast Milk,,
1976,19:29:51 02-07-2015,19:44:03 02-07-2015,Right Breast,,,,14,Breast Milk,,
1975,18:10:40 02-07-2015,18:46:02 02-07-2015,Left Breast,,,,35,Breast Milk,,
1974,15:37:22 02-07-2015,15:42:37 02-07-2015,Right Breast,,,,5,Breast Milk,,
1973,13:12:39 02-07-2015,13:41:32 02-07-2015,Left Breast,,,,28,Breast Milk,,
1972,11:53:37 02-07-2015,12:02:35 02-07-2015,Right Breast,,,,8,Breast Milk,,
1971,10:28:41 02-07-2015,10:30:22 02-07-2015,Right Breast,,,,1,Breast Milk,,
1970,09:13:40 02-07-2015,09:17:06 02-07-2015,Left Breast,,,,3,Breast Milk,,
1969,08:36:35 02-07-2015,08:41:57 02-07-2015,Left Breast,,,,5,Breast Milk,,
1968,05:34:27 02-07-2015,05:41:41 02-07-2015,Right Breast,,,,7,Breast Milk,,
1967,01:35:58 02-07-2015,01:45:00 02-07-2015,Left Breast,,,,9,Breast Milk,,
1966,18:46:26 02-06-2015,18:59:28 02-06-2015,Right Breast,,,,13,Breast Milk,,
1965,18:35:35 02-06-2015,18:44:45 02-06-2015,Left Breast,,,,9,Breast Milk,,
1964,17:42:40 02-06-2015,17:58:41 02-06-2015,Right Breast,,,,16,Breast Milk,,
1962,16:17:17 02-06-2015,16:28:49 02-06-2015,Left Breast,,,,11,Breast Milk,,
1961,16:08:17 02-06-2015,16:13:14 02-06-2015,Right Breast,,,,4,Breast Milk,,
1960,13:06:07 02-06-2015,13:23:09 02-06-2015,Left Breast,,,,17,Breast Milk,,
1959,10:58:15 02-06-2015,11:02:47 02-06-2015,Left Breast,,,,4,Breast Milk,,
1958,10:50:42 02-06-2015,10:55:59 02-06-2015,Right Breast,,,,5,Breast Milk,,
1957,08:10:26 02-06-2015,08:13:58 02-06-2015,Right Breast,,,,3,Breast Milk,,
1956,05:42:15 02-06-2015,05:59:53 02-06-2015,Left Breast,,,,17,Breast Milk,,
1955,01:12:15 02-06-2015,01:22:16 02-06-2015,Left Breast,,,,10,Breast Milk,,
1954,00:49:25 02-06-2015,01:09:56 02-06-2015,Right Breast,,,,20,Breast Milk,,
1953,19:59:12 02-05-2015,20:25:41 02-05-2015,Left Breast,,,,26,Breast Milk,,
1952,19:48:50 02-05-2015,19:55:57 02-05-2015,Right Breast,,,,7,Breast Milk,,
1951,16:49:12 02-05-2015,17:04:15 02-05-2015,Left Breast,,,,15,Breast Milk,,
1950,13:34:52 02-05-2015,13:38:58 02-05-2015,Right Breast,,,,4,Breast Milk,,
1949,11:07:08 02-05-2015,11:12:16 02-05-2015,Left Breast,,,,5,Breast Milk,,
1948,08:15:41 02-05-2015,08:19:49 02-05-2015,Right Breast,,,,4,Breast Milk,,
1947,06:46:25 02-05-2015,06:50:43 02-05-2015,Right Breast,,,,4,Breast Milk,,
1946,02:04:32 02-05-2015,02:39:19 02-05-2015,Left Breast,,,,34,Breast Milk,,
1945,01:36:20 02-05-2015,01:44:21 02-05-2015,Left Breast,,,,8,Breast Milk,,
1944,17:21:02 02-04-2015,17:41:05 02-04-2015,Right Breast,,,,20,Breast Milk,,
1943,16:23:26 02-04-2015,16:27:32 02-04-2015,Right Breast,,,,4,Breast Milk,,
1942,14:39:37 02-04-2015,14:48:01 02-04-2015,Left Breast,,,,8,Breast Milk,,
1941,11:48:01 02-04-2015,11:59:41 02-04-2015,Right Breast,,,,11,Breast Milk,,
1940,08:31:43 02-04-2015,09:01:48 02-04-2015,Left Breast,,,,30,Breast Milk,,
1939,07:53:32 02-04-2015,08:02:50 02-04-2015,Right Breast,,,,9,Breast Milk,,
1938,06:08:11 02-04-2015,06:15:12 02-04-2015,Left Breast,,,,7,Breast Milk,,
1937,23:18:31 02-03-2015,23:51:21 02-03-2015,Right Breast,,,,32,Breast Milk,,
1935,18:54:16 02-03-2015,19:33:12 02-03-2015,Left Breast,,,,38,Breast Milk,,
1934,16:49:25 02-03-2015,16:54:44 02-03-2015,Right Breast,,,,5,Breast Milk,,
1933,14:39:35 02-03-2015,14:45:45 02-03-2015,Left Breast,,,,6,Breast Milk,,
1932,11:04:29 02-03-2015,11:09:23 02-03-2015,Right Breast,,,,4,Breast Milk,,
1931,08:00:32 02-03-2015,08:17:42 02-03-2015,Left Breast,,,,17,Breast Milk,,
1930,05:27:49 02-03-2015,05:36:42 02-03-2015,Right Breast,,,,8,Breast Milk,,
1929,18:09:45 02-02-2015,18:38:16 02-02-2015,Left Breast,,,,28,Breast Milk,,
1928,16:33:51 02-02-2015,16:47:08 02-02-2015,Right Breast,,,,13,Breast Milk,,
1927,14:33:19 02-02-2015,14:43:46 02-02-2015,Left Breast,,,,10,Breast Milk,,
1926,12:07:11 02-02-2015,12:17:34 02-02-2015,Right Breast,,,,10,Breast Milk,,
1925,07:54:18 02-02-2015,08:12:09 02-02-2015,Left Breast,,,,17,Breast Milk,,
1924,04:57:51 02-02-2015,05:13:03 02-02-2015,Right Breast,,,,15,Breast Milk,,
1923,23:56:58 02-01-2015,00:15:37 02-02-2015,Left Breast,,,,18,Breast Milk,,
1922,18:46:26 02-01-2015,18:57:05 02-01-2015,Right Breast,,,,10,Breast Milk,,
1921,16:57:12 02-01-2015,17:04:24 02-01-2015,Left Breast,,,,7,Breast Milk,,
1920,14:58:44 02-01-2015,15:29:59 02-01-2015,Right Breast,,,,31,Breast Milk,,
1919,12:30:38 02-01-2015,12:50:41 02-01-2015,Left Breast,,,,20,Breast Milk,,
1918,11:40:13 02-01-2015,11:45:12 02-01-2015,Right Breast,,,,4,Breast Milk,,
1917,10:31:21 02-01-2015,10:33:53 02-01-2015,Right Breast,,,,2,Breast Milk,,
1916,08:00:17 02-01-2015,08:24:20 02-01-2015,Left Breast,,,,24,Breast Milk,,
1915,05:17:31 02-01-2015,05:30:29 02-01-2015,Right Breast,,,,12,Breast Milk,,
1914,02:42:22 02-01-2015,02:59:13 02-01-2015,Left Breast,,,,16,Breast Milk,,
1913,19:30:27 01-31-2015,19:48:55 01-31-2015,Right Breast,,,,18,Breast Milk,,
1912,17:01:49 01-31-2015,17:23:29 01-31-2015,Left Breast,,,,21,Breast Milk,,
1911,15:58:36 01-31-2015,16:04:37 01-31-2015,Right Breast,,,,6,Breast Milk,,
1910,14:28:27 01-31-2015,14:46:28 01-31-2015,Left Breast,,,,18,Breast Milk,,
1909,11:53:03 01-31-2015,11:56:46 01-31-2015,Right Breast,,,,3,Breast Milk,,
1908,09:30:53 01-31-2015,09:42:42 01-31-2015,Left Breast,,,,11,Breast Milk,,
1907,07:50:51 01-31-2015,08:00:01 01-31-2015,Right Breast,,,,9,Breast Milk,,
1906,05:53:19 01-31-2015,05:57:12 01-31-2015,Right Breast,,,,3,Breast Milk,,
1905,05:46:13 01-31-2015,05:47:00 01-31-2015,Right Breast,,,,0,Breast Milk,,
1904,02:17:25 01-31-2015,02:37:38 01-31-2015,Left Breast,,,,20,Breast Milk,,
1903,19:27:39 01-30-2015,19:55:44 01-30-2015,Right Breast,,,,28,Breast Milk,,
1902,18:22:46 01-30-2015,18:26:47 01-30-2015,Right Breast,,,,4,Breast Milk,,
1901,16:13:40 01-30-2015,16:31:08 01-30-2015,Left Breast,,,,17,Breast Milk,,
1900,13:53:01 01-30-2015,13:59:12 01-30-2015,Right Breast,,,,6,Breast Milk,,
1899,11:18:59 01-30-2015,11:25:05 01-30-2015,Left Breast,,,,6,Breast Milk,,
1898,10:29:22 01-30-2015,10:31:00 01-30-2015,Left Breast,,,,1,Breast Milk,,
1897,08:36:27 01-30-2015,08:44:25 01-30-2015,Right Breast,,,,7,Breast Milk,,
1896,08:03:01 01-30-2015,08:05:39 01-30-2015,Right Breast,,,,2,Breast Milk,,
1895,06:21:12 01-30-2015,06:31:03 01-30-2015,Left Breast,,,,9,Breast Milk,,
1894,03:05:15 01-30-2015,03:12:30 01-30-2015,Right Breast,,,,7,Breast Milk,,
1893,18:46:15 01-29-2015,18:52:15 01-29-2015,Left Breast,,,,6,Breast Milk,,
1892,16:41:16 01-29-2015,17:03:17 01-29-2015,Right Breast,,,,22,Breast Milk,,
1891,16:20:08 01-29-2015,16:25:26 01-29-2015,Left Breast,,,,5,Breast Milk,,
1890,14:44:00 01-29-2015,14:48:30 01-29-2015,Right Breast,,,,4,Breast Milk,,
1889,12:00:16 01-29-2015,12:35:33 01-29-2015,Left Breast,,,,35,Breast Milk,,
1888,09:45:13 01-29-2015,09:59:25 01-29-2015,Right Breast,,,,14,Breast Milk,,
1887,08:22:01 01-29-2015,08:30:33 01-29-2015,Left Breast,,,,8,Breast Milk,,
1886,05:23:40 01-29-2015,05:31:10 01-29-2015,Right Breast,,,,7,Breast Milk,,
1885,19:43:54 01-28-2015,19:51:34 01-28-2015,Left Breast,,,,7,Breast Milk,,
1884,16:00:30 01-28-2015,16:09:09 01-28-2015,Right Breast,,,,8,Breast Milk,,
1883,13:45:33 01-28-2015,14:07:54 01-28-2015,Left Breast,,,,22,Breast Milk,,
1882,11:35:04 01-28-2015,11:42:27 01-28-2015,Right Breast,,,,7,Breast Milk,,
1881,08:08:10 01-28-2015,08:15:43 01-28-2015,Left Breast,,,,7,Breast Milk,,
1880,06:52:35 01-28-2015,06:59:17 01-28-2015,Right Breast,,,,6,Breast Milk,,
1879,02:21:17 01-28-2015,02:29:17 01-28-2015,Left Breast,,,,8,Breast Milk,,
1878,18:48:13 01-27-2015,19:16:13 01-27-2015,Right Breast,,,,28,Breast Milk,,
1877,17:59:52 01-27-2015,18:03:04 01-27-2015,Right Breast,,,,3,Breast Milk,,
1876,16:08:33 01-27-2015,16:14:07 01-27-2015,Left Breast,,,,5,Breast Milk,,
1875,13:42:37 01-27-2015,13:46:38 01-27-2015,Right Breast,,,,4,Breast Milk,,
1874,11:04:54 01-27-2015,11:05:39 01-27-2015,Right Breast,,,,0,Breast Milk,,
1873,10:57:51 01-27-2015,11:03:45 01-27-2015,Left Breast,,,,5,Breast Milk,,
1871,05:32:21 01-27-2015,05:52:09 01-27-2015,Right Breast,,,,19,Breast Milk,,
1869,01:47:37 01-27-2015,01:55:48 01-27-2015,Left Breast,,,,8,Breast Milk,,
1868,18:47:13 01-26-2015,18:55:53 01-26-2015,Right Breast,,,,8,Breast Milk,,
1867,17:17:33 01-26-2015,17:23:08 01-26-2015,Left Breast,,,,5,Breast Milk,,
1866,14:07:10 01-26-2015,14:18:49 01-26-2015,Right Breast,,,,11,Breast Milk,,
1865,11:08:07 01-26-2015,11:18:37 01-26-2015,Left Breast,,,,10,Breast Milk,,
1864,08:10:18 01-26-2015,08:26:17 01-26-2015,Right Breast,,,,15,Breast Milk,,
1863,07:07:45 01-26-2015,07:09:00 01-26-2015,Right Breast,,,,1,Breast Milk,,
1862,06:03:50 01-26-2015,06:12:15 01-26-2015,Left Breast,,,Vomited all immediately,8,Breast Milk,,
1861,02:42:34 01-26-2015,02:58:15 01-26-2015,Right Breast,,,,15,Breast Milk,,
1860,17:43:03 01-25-2015,18:01:41 01-25-2015,Left Breast,,,,18,Breast Milk,,
1859,15:21:02 01-25-2015,15:39:14 01-25-2015,Right Breast,,,,18,Breast Milk,,
1858,14:48:03 01-25-2015,14:58:33 01-25-2015,Left Breast,,,,10,Breast Milk,,
1857,13:12:47 01-25-2015,13:17:38 01-25-2015,Right Breast,,,,4,Breast Milk,,
1856,10:15:08 01-25-2015,10:20:42 01-25-2015,Left Breast,,,,5,Breast Milk,,
1855,09:49:08 01-25-2015,09:53:56 01-25-2015,Left Breast,,,,4,Breast Milk,,
1854,08:59:32 01-25-2015,09:04:57 01-25-2015,Right Breast,,,,5,Breast Milk,,
1852,04:39:47 01-25-2015,04:49:52 01-25-2015,Left Breast,,,,10,Breast Milk,,
1851,00:15:58 01-25-2015,00:24:33 01-25-2015,Right Breast,,,,8,Breast Milk,,
1850,00:14:13 01-25-2015,00:15:23 01-25-2015,Left Breast,,,,1,Breast Milk,,
1849,19:22:45 01-24-2015,19:27:48 01-24-2015,Left Breast,,,,5,Breast Milk,,
1848,17:37:41 01-24-2015,18:01:11 01-24-2015,Right Breast,,,,23,Breast Milk,,
1847,14:04:02 01-24-2015,14:18:30 01-24-2015,Left Breast,,,,14,Breast Milk,,
1846,11:48:23 01-24-2015,12:00:22 01-24-2015,Right Breast,,,,11,Breast Milk,,
1845,07:44:18 01-24-2015,07:54:55 01-24-2015,Left Breast,,,,10,Breast Milk,,
1844,06:11:48 01-24-2015,06:18:48 01-24-2015,Left Breast,,,,6,Breast Milk,,
1843,02:49:37 01-24-2015,02:56:11 01-24-2015,Right Breast,,,,6,Breast Milk,,
1842,18:50:15 01-23-2015,18:59:38 01-23-2015,Left Breast,,,,9,Breast Milk,,
1841,18:35:37 01-23-2015,18:40:11 01-23-2015,Right Breast,,,,4,Breast Milk,,
1840,15:53:19 01-23-2015,15:58:05 01-23-2015,Left Breast,,,,4,Breast Milk,,
1839,13:03:42 01-23-2015,13:18:20 01-23-2015,Right Breast,,,,14,Breast Milk,,
1838,10:14:13 01-23-2015,10:19:30 01-23-2015,Left Breast,,,,5,Breast Milk,,
1837,07:12:13 01-23-2015,07:17:33 01-23-2015,Right Breast,,,,5,Breast Milk,,
1836,04:42:48 01-23-2015,04:52:18 01-23-2015,Left Breast,,,,9,Breast Milk,,
1835,19:25:11 01-22-2015,19:31:56 01-22-2015,Right Breast,,,,6,Breast Milk,,
1834,17:51:44 01-22-2015,17:56:49 01-22-2015,Left Breast,,,,5,Breast Milk,,
1833,15:34:24 01-22-2015,15:40:33 01-22-2015,Right Breast,,,,6,Breast Milk,,
1832,11:16:23 01-22-2015,11:23:09 01-22-2015,Left Breast,,,,6,Breast Milk,,
1831,11:10:41 01-22-2015,11:14:51 01-22-2015,Right Breast,,,,4,Breast Milk,,
1830,08:07:37 01-22-2015,08:12:05 01-22-2015,Left Breast,,,,4,Breast Milk,,
1829,07:00:24 01-22-2015,07:07:35 01-22-2015,Left Breast,,,,7,Breast Milk,,
1828,02:34:22 01-22-2015,02:44:47 01-22-2015,Right Breast,,,,10,Breast Milk,,
1827,19:26:59 01-21-2015,19:53:34 01-21-2015,Left Breast,,,,26,Breast Milk,,
1826,17:24:23 01-21-2015,17:33:46 01-21-2015,Right Breast,,,,9,Breast Milk,,
1825,16:21:15 01-21-2015,16:28:19 01-21-2015,Left Breast,,,,7,Breast Milk,,
1824,14:25:52 01-21-2015,14:30:29 01-21-2015,Right Breast,,,,4,Breast Milk,,
1823,12:26:14 01-21-2015,12:41:50 01-21-2015,Left Breast,,,,15,Breast Milk,,
1822,10:38:47 01-21-2015,11:00:48 01-21-2015,Right Breast,,,,22,Breast Milk,,
1821,08:38:00 01-21-2015,08:43:07 01-21-2015,Left Breast,,,,5,Breast Milk,,
1820,05:01:04 01-21-2015,05:08:42 01-21-2015,Right Breast,,,,7,Breast Milk,,
1819,01:52:08 01-21-2015,02:02:18 01-21-2015,Left Breast,,,,10,Breast Milk,,
1818,18:42:59 01-20-2015,18:48:07 01-20-2015,Right Breast,,,,5,Breast Milk,,
1817,16:05:41 01-20-2015,16:10:59 01-20-2015,Left Breast,,,,5,Breast Milk,,
1816,14:10:31 01-20-2015,14:15:10 01-20-2015,Left Breast,,,,4,Breast Milk,,
1815,14:03:08 01-20-2015,14:07:16 01-20-2015,Right Breast,,,,4,Breast Milk,,
1814,11:19:50 01-20-2015,11:25:47 01-20-2015,Left Breast,,,,5,Breast Milk,,
1813,08:11:15 01-20-2015,08:18:35 01-20-2015,Right Breast,,,,7,Breast Milk,,
1812,06:04:55 01-20-2015,06:09:18 01-20-2015,Left Breast,,,,4,Breast Milk,,
1811,01:58:58 01-20-2015,02:05:04 01-20-2015,Left Breast,,,,6,Breast Milk,,
1810,01:11:57 01-20-2015,01:27:14 01-20-2015,Right Breast,,,,15,Breast Milk,,
1809,17:54:44 01-19-2015,18:36:34 01-19-2015,Left Breast,,,,41,Breast Milk,,
1808,14:06:29 01-19-2015,14:36:01 01-19-2015,Right Breast,,,,29,Breast Milk,,
1807,11:07:26 01-19-2015,11:14:50 01-19-2015,Left Breast,,,,7,Breast Milk,,
1806,08:09:07 01-19-2015,08:21:58 01-19-2015,Right Breast,,,,12,Breast Milk,,
1805,06:19:24 01-19-2015,06:27:28 01-19-2015,Left Breast,,,,8,Breast Milk,,
1804,02:06:15 01-19-2015,02:22:20 01-19-2015,Right Breast,,,,16,Breast Milk,,
1803,21:25:01 01-18-2015,21:43:58 01-18-2015,Left Breast,,,,18,Breast Milk,,
1802,18:21:33 01-18-2015,18:38:46 01-18-2015,Right Breast,,,,17,Breast Milk,,
1801,16:27:15 01-18-2015,16:55:47 01-18-2015,Left Breast,,,,28,Breast Milk,,
1800,14:06:48 01-18-2015,14:09:13 01-18-2015,Left Breast,,,,2,Breast Milk,,
1799,14:02:28 01-18-2015,14:04:33 01-18-2015,Right Breast,,,,2,Breast Milk,,
1798,12:03:25 01-18-2015,12:13:08 01-18-2015,Right Breast,,,,9,Breast Milk,,
1797,11:38:32 01-18-2015,11:51:54 01-18-2015,Left Breast,,,,13,Breast Milk,,
1796,09:54:19 01-18-2015,10:05:30 01-18-2015,Right Breast,,,,11,Breast Milk,,
1795,07:34:44 01-18-2015,07:51:33 01-18-2015,Left Breast,,,,16,Breast Milk,,
1794,05:23:43 01-18-2015,05:36:25 01-18-2015,Right Breast,,,,12,Breast Milk,,
1793,01:52:26 01-18-2015,02:00:25 01-18-2015,Left Breast,,,,7,Breast Milk,,
1792,17:07:59 01-17-2015,17:14:59 01-17-2015,Right Breast,,,,7,Breast Milk,,
1791,15:10:23 01-17-2015,15:23:18 01-17-2015,Left Breast,,,,12,Breast Milk,,
1790,14:15:35 01-17-2015,14:17:29 01-17-2015,Left Breast,,,,1,Breast Milk,,
1789,14:05:05 01-17-2015,14:14:18 01-17-2015,Right Breast,,,,9,Breast Milk,,
1788,11:31:09 01-17-2015,11:36:30 01-17-2015,Right Breast,,,,5,Breast Milk,,
1787,09:16:35 01-17-2015,09:37:12 01-17-2015,Left Breast,,,,20,Breast Milk,,
1786,08:01:50 01-17-2015,08:17:22 01-17-2015,Left Breast,,,,15,Breast Milk,,
1785,06:12:36 01-17-2015,06:19:07 01-17-2015,Right Breast,,,,6,Breast Milk,,
1784,04:38:13 01-17-2015,04:45:45 01-17-2015,Left Breast,,,,7,Breast Milk,,
1783,01:16:10 01-17-2015,01:25:38 01-17-2015,Right Breast,,,,9,Breast Milk,,
1782,17:57:21 01-16-2015,18:23:40 01-16-2015,Left Breast,,,,26,Breast Milk,,
1781,16:18:00 01-16-2015,16:37:14 01-16-2015,Right Breast,,,,19,Breast Milk,,
1780,13:34:27 01-16-2015,13:43:08 01-16-2015,Left Breast,,,,8,Breast Milk,,
1779,10:52:31 01-16-2015,10:59:03 01-16-2015,Right Breast,,,,6,Breast Milk,,
1778,07:56:10 01-16-2015,08:06:29 01-16-2015,Left Breast,,,,10,Breast Milk,,
1777,06:37:28 01-16-2015,06:41:38 01-16-2015,Left Breast,,,,4,Breast Milk,,
1776,05:18:07 01-16-2015,05:29:50 01-16-2015,Right Breast,,,,11,Breast Milk,,
1775,00:23:38 01-16-2015,00:40:36 01-16-2015,Left Breast,,,,16,Breast Milk,,
1774,18:07:17 01-15-2015,18:31:49 01-15-2015,Right Breast,,,,24,Breast Milk,,
1773,15:48:20 01-15-2015,15:53:16 01-15-2015,Left Breast,,,,4,Breast Milk,,
1772,13:54:55 01-15-2015,14:07:12 01-15-2015,Right Breast,,,,12,Breast Milk,,
1771,13:50:44 01-15-2015,13:54:24 01-15-2015,Left Breast,,,,3,Breast Milk,,
1770,10:59:18 01-15-2015,11:04:34 01-15-2015,Right Breast,,,,5,Breast Milk,,
1769,10:51:44 01-15-2015,10:57:42 01-15-2015,Left Breast,,,,5,Breast Milk,,
1768,07:45:30 01-15-2015,07:50:10 01-15-2015,Right Breast,,,,4,Breast Milk,,
1767,06:19:11 01-15-2015,06:28:08 01-15-2015,Left Breast,,,,8,Breast Milk,,
1766,02:34:07 01-15-2015,02:47:51 01-15-2015,Right Breast,,,,13,Breast Milk,,
1765,21:10:47 01-14-2015,21:30:53 01-14-2015,Left Breast,,,,20,Breast Milk,,
1764,16:55:07 01-14-2015,17:34:20 01-14-2015,Right Breast,,,,39,Breast Milk,,
1763,14:49:55 01-14-2015,15:11:30 01-14-2015,Left Breast,,,,21,Breast Milk,,
1762,14:22:03 01-14-2015,14:37:10 01-14-2015,Right Breast,,,,15,Breast Milk,,
1761,13:21:53 01-14-2015,13:25:56 01-14-2015,Right Breast,,,,4,Breast Milk,,
1760,10:58:23 01-14-2015,11:31:41 01-14-2015,Left Breast,,,,33,Breast Milk,,
1759,08:49:09 01-14-2015,09:07:28 01-14-2015,Right Breast,,,,18,Breast Milk,,
1758,07:46:28 01-14-2015,07:57:21 01-14-2015,Left Breast,,,,10,Breast Milk,,
1757,04:37:55 01-14-2015,04:46:52 01-14-2015,Right Breast,,,,8,Breast Milk,,
1756,18:46:05 01-13-2015,19:22:23 01-13-2015,Left Breast,,,,36,Breast Milk,,
1755,16:43:51 01-13-2015,16:50:52 01-13-2015,Right Breast,,,,7,Breast Milk,,
1754,14:17:04 01-13-2015,14:24:10 01-13-2015,Left Breast,,,,7,Breast Milk,,
1753,14:09:02 01-13-2015,14:13:22 01-13-2015,Right Breast,,,,4,Breast Milk,,
1752,11:11:37 01-13-2015,11:16:25 01-13-2015,Left Breast,,,,4,Breast Milk,,
1751,08:16:41 01-13-2015,08:21:06 01-13-2015,Right Breast,,,,4,Breast Milk,,
1750,06:14:20 01-13-2015,06:27:06 01-13-2015,Left Breast,,,,12,Breast Milk,,
1749,06:02:41 01-13-2015,06:05:50 01-13-2015,Left Breast,,,,3,Breast Milk,,
1748,04:58:02 01-13-2015,05:03:28 01-13-2015,Left Breast,,,,5,Breast Milk,,
1747,03:16:54 01-13-2015,03:33:20 01-13-2015,Right Breast,,,,16,Breast Milk,,
1746,20:39:38 01-12-2015,20:47:02 01-12-2015,Left Breast,,,,7,Breast Milk,,
1745,18:35:01 01-12-2015,18:40:26 01-12-2015,Right Breast,,,,5,Breast Milk,,
1744,18:15:33 01-12-2015,18:30:00 01-12-2015,Left Breast,,,,14,Breast Milk,,
1743,17:20:46 01-12-2015,17:24:38 01-12-2015,Left Breast,,,,3,Breast Milk,,
1742,16:09:52 01-12-2015,16:28:35 01-12-2015,Right Breast,,,,18,Breast Milk,,
1741,13:12:55 01-12-2015,13:18:15 01-12-2015,Left Breast,,,,5,Breast Milk,,
1740,13:00:55 01-12-2015,13:07:56 01-12-2015,Right Breast,,,,7,Breast Milk,,
1739,08:01:00 01-12-2015,08:04:37 01-12-2015,Left Breast,,,,3,Breast Milk,,
1738,06:27:20 01-12-2015,06:39:02 01-12-2015,Right Breast,,,,11,Breast Milk,,
1737,04:53:24 01-12-2015,05:03:12 01-12-2015,Left Breast,,,,9,Breast Milk,,
1736,22:39:26 01-11-2015,22:51:15 01-11-2015,Right Breast,,,,11,Breast Milk,,
1735,17:58:22 01-11-2015,18:16:27 01-11-2015,Left Breast,,,,18,Breast Milk,,
1734,17:36:14 01-11-2015,17:57:20 01-11-2015,Right Breast,,,,21,Breast Milk,,
1733,15:30:07 01-11-2015,15:46:24 01-11-2015,Left Breast,,,,16,Breast Milk,,
1732,13:49:23 01-11-2015,14:09:34 01-11-2015,Right Breast,,,,20,Breast Milk,,
